state,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,slope_deg,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,present_river_level_m,river_level_ratio,blocked,month
Sikkim,17.165907,109.2715321,372.6692429,31.9,1,Teesta,15,FALSE,15.12,1.008,1,6
Nagaland,0.8355371,0.989429906,0.989429906,21.7,0,Dhansiri,40,FALSE,15.04,0.376,0,2
Meghalaya,0.11529218,0.231590964,495.4112785,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,37.21,1.3,0,6
Sikkim,4.732457,25.75164223,40.61918068,34.2,1,Teesta,15,FALSE,4.27,0.285,1,10
Manipur,0,0,0.085427023,14.6,2,Imphal River,8,FALSE,3.04,0.38,0,6
Assam,5.8214765,55.3525424,77.57012868,6.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,48.3,0.457,0,10
Nagaland,4.0585876,19.03782439,53.99368906,10.6,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,45.42,0.534,0,5
Assam,0,0,0,10.2,0,Manas,33,FALSE,26.5,0.803,1,4
Mizoram,0.4993758,5.153896183,177.9894885,27,2,Tlawng,9,FALSE,9.2,1.022,1,6
Arunachal Pradesh,18.627048,18.62704849,59.32740593,30.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,45.35,0.429,1,3
Assam,105.08542,202.4959774,254.0736094,4.7,0,Subansiri,42,FALSE,30.74,0.732,0,4
Manipur,22.81775,38.76921272,76.33180952,23.5,0,Barak,20.5,FALSE,8.36,0.408,1,5
Meghalaya,134.42386,282.8849478,328.7457825,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,44.36,0.893,1,5
Manipur,37.394806,47.7672509,185.8045977,6.7,0,Doyang,18,FALSE,14.4,0.8,0,9
Sikkim,0,2.07621026,2.07621026,34.2,1,Teesta,15,FALSE,10.64,0.709,1,10
Arunachal Pradesh,15.22436,15.56157401,234.1017695,25.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,87.41,0.827,1,7
Assam,0,0,0,5.5,0,Manas,33,FALSE,16.63,0.504,0,1
Tripura,0,8.783015251,52.30174261,16.1,0,Gomti,12,FALSE,5.58,0.465,0,10
Meghalaya,1.8193338,18.3976047,52.44478774,18.8,2,Brahmaputra (Guwahati gauge),49.68,TRUE,22.75,0.458,0,5
Mizoram,16.13971,104.5065441,403.5667286,19.4,0,Tlawng,9,FALSE,8.53,0.948,1,6
Tripura,0,3.15170598,138.2325422,13.5,0,Gomti,12,FALSE,9.88,0.823,1,8
Manipur,30.842392,65.43924904,145.0275831,17.5,1,Barak,20.5,FALSE,20.68,1.009,1,8
Assam,1.1663307,161.1321682,413.1504883,10.2,0,Manas,33,FALSE,34.75,1.053,1,6
Nagaland,0,1.104941487,50.03441823,15.4,0,Dikrong,14,FALSE,8.86,0.633,0,9
Assam,17.78011,97.3172226,172.1553081,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,14.91,0.521,0,4
Manipur,0.10490668,40.97498381,40.97498381,9,0,Doyang,18,FALSE,7.42,0.412,0,11
Meghalaya,0,0,0,19.6,0,Kopili,30,FALSE,10.71,0.357,0,11
Assam,0,64.19577837,616.7844548,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,29.94,1.046,1,6
Sikkim,0,0.302291125,4.216026321,33.4,1,Teesta,15,FALSE,5.2,0.347,0,3
Assam,90.329926,113.632405,114.1389401,6.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,9.13,0.319,1,5
Meghalaya,59.66969,82.430444,83.65522924,18.8,2,Brahmaputra (Guwahati gauge),49.68,TRUE,25.49,0.513,1,9
Assam,54.149643,55.32227904,280.4676228,5.4,0,Dikrong,14,FALSE,11.23,0.802,0,7
Arunachal Pradesh,0.43980002,51.51854682,65.61543745,17.6,1,Subansiri,42,FALSE,16.8,0.4,1,4
Manipur,0,6.690915108,15.32430357,11.2,0,Imphal River,8,FALSE,8.26,1.032,1,9
Mizoram,50.39931,67.43697357,67.43697357,19.4,0,Tlawng,9,FALSE,4.49,0.499,0,11
Nagaland,0,11.89347669,11.89347669,18,1,Dhansiri,40,FALSE,18.64,0.466,1,10
Sikkim,5.4297028,7.128643155,7.128643155,28,1,Teesta,15,FALSE,5.78,0.385,0,10
Manipur,7.628512,24.17728162,141.2828381,6.7,0,Doyang,18,FALSE,14.62,0.812,1,6
Sikkim,5.0447354,14.00256491,57.40002137,28.8,0,Teesta,15,FALSE,6.09,0.406,0,5
Arunachal Pradesh,0,0,9.346258733,23.2,0,Subansiri,42,FALSE,33.85,0.806,0,4
Sikkim,59.22045,139.2431793,206.3786569,33.6,1,Teesta,15,FALSE,13.06,0.871,1,8
Manipur,0,0,0,17.5,1,Imphal River,8,FALSE,6.74,0.842,0,11
Meghalaya,23.827728,210.5672417,545.2372074,18.6,2,Brahmaputra (Dhubri gauge),28.62,TRUE,27.42,0.958,1,6
Tripura,0,8.653087616,101.7816282,14.8,1,Khowai,10,FALSE,7.37,0.737,1,9
Arunachal Pradesh,44.92049,188.1599159,302.5100818,19.1,3,Brahmaputra (Dibrugarh gauge),105.7,TRUE,108.98,1.031,1,7
Assam,109.795334,198.7204685,386.1897626,10.2,0,Manas,33,FALSE,32.51,0.985,1,8
Manipur,0.59454983,7.356672943,8.631351948,20.7,2,Barak,20.5,FALSE,13.92,0.679,0,5
Assam,44.748653,198.8846607,215.3397679,5.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,86.04,0.814,0,6
Sikkim,53.110264,89.05140305,144.5281553,23.3,0,Teesta,15,FALSE,9.88,0.659,0,9
Nagaland,0,7.498991966,10.9253248,16.7,3,Dhansiri,40,FALSE,34.08,0.852,0,2
Nagaland,0.15053357,0.821057454,29.61234559,16.4,0,Doyang,18,FALSE,15.79,0.877,1,3
Arunachal Pradesh,115.49456,177.4148011,198.5959191,17.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,91.01,0.861,1,5
Nagaland,50.749126,82.05388069,183.8230827,13.2,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,52.48,0.617,0,5
Mizoram,0,0,19.56316382,24.2,1,Tlawng,9,FALSE,3.49,0.388,0,10
Mizoram,20.974228,36.8289063,36.8289063,20.3,0,Tlawng,9,FALSE,4.12,0.458,0,10
Arunachal Pradesh,0,5.81E-07,25.99984799,32.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.58,0.961,1,11
Sikkim,22.721478,41.54812908,100.3734713,33.4,1,Teesta,15,FALSE,14.8,0.987,0,8
Mizoram,0,2.957178116,38.52005482,23.1,0,Tlawng,9,FALSE,8.57,0.952,0,4
Manipur,2.630778,10.18850756,21.71463346,9.1,1,Doyang,18,FALSE,8.98,0.499,1,9
Tripura,0,0,0,13.7,0,Gomti,12,FALSE,7.28,0.607,1,10
Meghalaya,14.346166,27.58219862,76.37513494,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,21.61,0.435,1,4
Meghalaya,0,5.9636693,5.9636693,18.7,0,Brahmaputra (Guwahati gauge),49.68,TRUE,13.31,0.268,0,11
Mizoram,0,20.54741049,28.13867497,19.7,0,Barak,20.5,FALSE,7.01,0.342,0,4
Manipur,57.549767,131.8482513,161.5005507,9.1,1,Doyang,18,FALSE,11.3,0.628,1,5
Meghalaya,197.34311,534.8476563,730.9306698,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,48.64,0.979,1,10
Mizoram,109.60462,191.9028931,292.1461291,25.8,0,Tlawng,9,FALSE,7.26,0.807,0,5
Nagaland,82.08949,99.25454426,99.69833606,17.5,2,Dhansiri,40,FALSE,26.36,0.659,1,6
Mizoram,6.150686,22.73175144,29.52244842,22.2,1,Tlawng,9,FALSE,3.36,0.373,1,3
Mizoram,23.74706,45.61344528,125.0832181,25,0,Tlawng,9,FALSE,7.7,0.856,0,6
Arunachal Pradesh,64.93215,75.78544521,80.15445352,15.9,0,Subansiri,42,FALSE,19.91,0.474,0,10
Meghalaya,23.410713,62.26462173,187.1005864,24.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,40.29,0.811,0,8
Nagaland,1.3955654,19.02117908,40.41340572,21.7,0,Dhansiri,40,FALSE,20.12,0.503,0,7
Meghalaya,64.34986,123.8344975,136.4315083,23,2,Brahmaputra (Guwahati gauge),49.68,TRUE,29.11,0.586,0,5
Sikkim,0,0,0,25.7,0,Teesta,15,FALSE,5.19,0.346,0,1
Manipur,2.5068536,112.9889264,226.2682014,14.6,2,Imphal River,8,FALSE,5.29,0.661,1,5
Sikkim,2.6799643,28.95141244,96.7735455,33.4,1,Teesta,15,FALSE,6.5,0.433,1,5
Arunachal Pradesh,13.400956,137.0223551,176.5122838,23.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,61.73,0.584,1,10
Mizoram,57.976807,82.48230648,109.6553655,23.4,0,Tlawng,9,FALSE,8.9,0.989,1,7
Meghalaya,201.19406,237.0882893,496.5598803,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,28.05,0.98,1,5
Meghalaya,24.178377,139.9481258,180.8795814,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,24.81,0.867,0,8
Arunachal Pradesh,0,0,0,21,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,76.95,0.728,0,1
Manipur,3.5384688,5.545188755,53.93801197,23.5,0,Barak,20.5,FALSE,21.81,1.064,0,8
Nagaland,0,0,0,14.2,1,Doyang,18,FALSE,15.86,0.881,0,12
Arunachal Pradesh,66.66784,160.4399633,164.9404398,28.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,91.85,0.869,1,6
Nagaland,51.999355,91.02639008,104.086544,20.1,1,Dhansiri,40,FALSE,19.72,0.493,1,7
Meghalaya,0,0,3.298391819,22.1,0,Brahmaputra (Guwahati gauge),49.68,TRUE,27.17,0.547,0,9
Assam,0,0,0,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,10.99,0.384,1,1
Arunachal Pradesh,52.610718,115.3308258,137.3111668,21,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,55.18,0.522,0,4
Nagaland,0,0,0,12.5,0,Doyang,18,FALSE,8.44,0.469,0,3
Mizoram,2.1641598,4.353397846,25.43430352,25,0,Tlawng,9,FALSE,3.25,0.361,0,5
Assam,193.88898,239.0920957,240.0438781,7.3,0,Manas,33,FALSE,30.2,0.915,0,8
Meghalaya,173.63884,410.0844574,497.1263595,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,58.27,1.173,1,6
Tripura,179.53636,192.4597025,292.753701,16.3,0,Gomti,12,FALSE,12.23,1.019,1,8
Arunachal Pradesh,0,5.973033905,5.973033905,28,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,31.82,0.301,1,11
Manipur,0,0,2.329715729,23.5,0,Barak,20.5,FALSE,8.84,0.431,0,11
Assam,121.67908,151.0176516,177.7314217,9.1,1,Khowai,10,FALSE,7.9,0.79,1,8
Mizoram,83.02777,143.6605835,183.6650037,24.8,0,Tlawng,9,FALSE,6.09,0.677,1,8
Meghalaya,0,0,7.104703538,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,23.15,0.466,1,4
Assam,86.27503,250.7583389,324.7892634,6.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,98.2,0.929,1,7
Manipur,0,0.198544264,5.111595988,9.1,1,Doyang,18,FALSE,5.6,0.311,1,10
Meghalaya,0,0.177748278,169.9618121,21.3,1,Brahmaputra (Goalpara gauge),36.27,TRUE,19.69,0.543,1,8
Assam,108.948,133.5019078,206.9536722,6.7,0,Manas,33,FALSE,41.35,1.253,1,8
Arunachal Pradesh,44.508053,74.2540369,111.4040251,27.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,58.87,0.557,1,6
Mizoram,0.77739996,4.152194351,5.900848597,25.4,3,Tlawng,9,FALSE,4.32,0.48,1,9
Arunachal Pradesh,0,0.956801027,1.442252129,29.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.39,0.401,1,1
Mizoram,0,0,0,25,2,Tlawng,9,FALSE,2.95,0.328,0,12
Meghalaya,16.813562,179.0283527,281.0652275,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,42.23,0.85,0,7
Assam,42.801,262.2201881,509.6926289,7.3,0,Manas,33,FALSE,38.51,1.167,0,6
Arunachal Pradesh,0,0,0,32.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,54.22,0.513,1,7
Sikkim,92.924255,143.4093103,199.2103963,29.8,2,Teesta,15,FALSE,15.37,1.025,1,7
Nagaland,0,0,0,20.5,0,Kopili,30,FALSE,8.97,0.299,0,1
Manipur,0,0,0,15.8,1,Doyang,18,FALSE,8.6,0.478,1,12
Meghalaya,149.95528,325.4267273,463.2713585,19.7,0,Brahmaputra (Goalpara gauge),36.27,TRUE,40.99,1.13,1,6
Assam,0.69861776,14.09859544,14.32035033,10.2,0,Manas,33,FALSE,17.66,0.535,0,9
Nagaland,1.6710742,10.28583264,13.07696342,21.7,0,Dhansiri,40,FALSE,18.32,0.458,0,2
Meghalaya,0,0,1.089238316,20.6,0,Brahmaputra (Dhubri gauge),28.62,TRUE,13.34,0.466,0,9
Assam,4.617621,6.750756979,10.83135134,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,25.99,0.908,1,9
Arunachal Pradesh,1.2064905,14.21022892,16.64562839,9.4,0,Dikrong,14,FALSE,6.9,0.493,0,2
Meghalaya,32.440884,214.9534302,459.2196426,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,33.29,1.163,1,6
Manipur,0,0,1.102453932,8.4,2,Imphal River,8,FALSE,3.11,0.389,1,11
Meghalaya,15.587209,60.0191679,318.06071,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,24.16,0.844,1,7
Sikkim,14.810797,42.03695107,108.229084,33.6,1,Teesta,15,FALSE,8.9,0.593,0,3
Assam,7.1262736,7.126273632,61.02619696,3.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,25.04,0.504,0,8
Arunachal Pradesh,15.456054,84.09208584,113.420795,17.5,0,Subansiri,42,FALSE,21.97,0.523,1,5
Arunachal Pradesh,4.3195596,95.50115061,200.4573808,27.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,102.42,0.969,1,10
Assam,0,5.996189594,5.996189594,10.2,0,Manas,33,FALSE,22.04,0.668,0,11
Tripura,0.25760046,0.515200913,18.33002597,20.2,1,Gomti,12,FALSE,5.44,0.453,1,10
Arunachal Pradesh,0,0,0,16.8,0,Dikrong,14,FALSE,6.8,0.486,1,1
Manipur,8.06709,29.50771618,256.5108976,19.2,0,Imphal River,8,FALSE,6.58,0.823,0,6
Arunachal Pradesh,51.108265,102.670969,110.0413078,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,107.29,1.015,1,9
Sikkim,0.07710652,14.32249944,31.00383921,23.3,0,Teesta,15,FALSE,4.53,0.302,0,2
Assam,109.11479,111.3392868,120.2773739,6.7,0,Manas,33,FALSE,29.5,0.894,1,7
Sikkim,114.22735,221.647789,334.9587669,33.6,1,Teesta,15,FALSE,14.92,0.995,1,7
Meghalaya,0,0,34.67267179,20.6,0,Brahmaputra (Dhubri gauge),28.62,TRUE,8.07,0.282,1,4
Arunachal Pradesh,50.231518,60.9915123,81.54462254,16.8,0,Dikrong,14,FALSE,5.32,0.38,0,5
Meghalaya,93.60444,409.1043549,544.6872168,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,55.59,1.119,1,8
Sikkim,0.97570986,23.87324136,50.85237879,25.5,2,Teesta,15,FALSE,14.54,0.969,1,9
Meghalaya,0,0,0,23.5,1,Barak,20.5,FALSE,8.94,0.436,1,1
Assam,105.59413,207.098753,254.8643382,6.5,0,Manas,33,FALSE,32.04,0.971,1,6
Nagaland,55.168495,70.46814036,73.38986039,15.4,0,Dikrong,14,FALSE,5.75,0.411,0,3
Sikkim,5.0601616,9.443241194,104.3165456,31.9,1,Teesta,15,FALSE,13.08,0.872,1,6
Meghalaya,0.98112315,169.2336103,320.2981722,24.2,0,Brahmaputra (Goalpara gauge),36.27,TRUE,33.11,0.913,1,8
Meghalaya,0,61.03504562,150.927866,22.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,22.9,0.8,0,6
Meghalaya,109.41767,149.8829222,185.6433281,15.9,1,Brahmaputra (Dhubri gauge),28.62,TRUE,19.4,0.678,0,7
Meghalaya,0,3.047559977,3.94120267,19.6,1,Brahmaputra (Goalpara gauge),36.27,TRUE,14.8,0.408,1,3
Nagaland,0,0.448018491,2.462381065,16.7,2,Brahmaputra (Tezpur gauge),65.23,TRUE,61.06,0.936,1,7
Arunachal Pradesh,13.748465,27.60062408,82.2835905,34,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,54.75,0.518,0,4
Tripura,0.40787303,0.509841293,0.509841293,20.2,1,Gomti,12,FALSE,2.29,0.191,0,2
Tripura,0,33.39935017,52.15166283,15.2,0,Tlawng,9,FALSE,4.03,0.448,0,11
Nagaland,0,0,0,14.6,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,43.29,0.509,0,1
Mizoram,89.127106,170.2406731,249.4356589,24.2,1,Tlawng,9,FALSE,6.85,0.761,1,5
Assam,76.63721,415.9102707,609.3445947,7.3,0,Manas,33,FALSE,38.28,1.16,0,6
Tripura,60.629707,101.1678763,171.2281353,13.5,0,Khowai,10,FALSE,5.94,0.594,1,5
Meghalaya,270.55557,401.338768,464.1452811,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,64.58,1.3,1,6
Assam,3.0729685,4.148462743,22.10211036,4.8,0,Dikrong,14,FALSE,8.76,0.626,1,8
Meghalaya,45.008587,46.66022435,325.9952048,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,40.19,0.809,0,5
Assam,0,0,2.61141856,1.4,1,Brahmaputra (Tezpur gauge),65.23,TRUE,16.96,0.26,0,10
Meghalaya,382.68616,880.2068634,1560.928425,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,62.85,1.265,1,6
Sikkim,4.7630963,24.15859079,42.19744599,31.9,1,Teesta,15,FALSE,7.65,0.51,1,4
Mizoram,100.393654,145.2843666,244.0868607,20.3,0,Tlawng,9,FALSE,9.29,1.032,1,7
Arunachal Pradesh,0,73.69998932,496.7999611,35.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,111.62,1.056,1,7
Assam,137.42233,146.0072458,160.4430568,7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,22.32,0.78,1,10
Mizoram,7.054781,10.33821282,10.33821282,25.9,0,Barak,20.5,FALSE,8.77,0.428,0,3
Mizoram,24.574226,37.29845786,37.29845786,25.4,3,Tlawng,9,FALSE,4.08,0.453,0,4
Nagaland,7.788317,8.574813426,15.801117,18,1,Brahmaputra (Tezpur gauge),65.23,TRUE,41.09,0.63,1,9
Tripura,0,16.24424171,57.81329131,16.3,0,Gomti,12,FALSE,6.55,0.546,0,9
Sikkim,41.28063,78.03115559,196.402668,33.4,1,Teesta,15,FALSE,10.62,0.708,0,6
Manipur,1.0485219,6.477889538,52.58704618,9.7,0,Doyang,18,FALSE,9.76,0.542,0,7
Manipur,3.5758142,11.20250249,31.52399184,9.1,1,Doyang,18,FALSE,12.29,0.683,0,7
Mizoram,16.283318,57.60316658,67.42541087,24,1,Tlawng,9,FALSE,4.21,0.468,1,10
Mizoram,0,0,80.35071564,21.9,2,Tlawng,9,FALSE,4.59,0.51,0,4
Sikkim,0,8.099467278,95.00512409,29.7,3,Teesta,15,FALSE,6.81,0.454,1,2
Nagaland,0.39297724,56.29230356,89.58893394,11.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,117.43,1.111,1,8
Nagaland,18.312525,25.00532317,56.57707882,15.7,1,Doyang,18,FALSE,8.17,0.454,1,5
Nagaland,10.144573,10.14457321,59.26120996,12.2,1,Dikrong,14,FALSE,8.18,0.584,1,8
Arunachal Pradesh,71.668335,205.7089539,219.2745729,28.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,76.1,0.72,1,7
Mizoram,17.270115,37.74708569,52.61107326,24.7,1,Tlawng,9,FALSE,5.11,0.568,0,7
Sikkim,27.80116,148.2193661,284.1847134,29.8,2,Teesta,15,FALSE,14.46,0.964,1,6
Assam,83.16978,83.61014333,94.34253564,5,0,Subansiri,42,FALSE,26.42,0.629,1,9
Meghalaya,67.92477,682.0842514,806.5300522,17.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,40.01,1.103,1,6
Arunachal Pradesh,33.8,138.5000019,298.5999904,35.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,103.48,0.979,1,8
Meghalaya,17.905033,80.06022072,111.671,14.7,0,Brahmaputra (Dhubri gauge),28.62,TRUE,23.33,0.815,0,8
Manipur,0,0,0,6.7,0,Doyang,18,FALSE,15.86,0.881,0,12
Meghalaya,0,0,0,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,25.5,0.891,1,4
Meghalaya,128.51122,382.9540024,1140.582314,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,48.74,0.981,1,6
Sikkim,0,2.970168114,23.9438653,25.5,2,Teesta,15,FALSE,7.26,0.484,1,3
Arunachal Pradesh,0,0,0,32.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,45.66,0.432,0,11
Arunachal Pradesh,100.29889,128.6227527,134.5128955,29.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,47.25,0.447,1,5
Arunachal Pradesh,105.48392,143.4341066,186.9854036,31.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,84.67,0.801,1,7
Arunachal Pradesh,8.025366,46.85176468,74.47693443,16.9,2,Dikrong,14,FALSE,14.18,1.013,1,8
Nagaland,0,0.167881757,49.27558783,13,0,Doyang,18,FALSE,13.57,0.754,1,9
Meghalaya,104.44259,114.5947924,128.9436709,27.5,3,Brahmaputra (Guwahati gauge),49.68,TRUE,34.08,0.686,0,8
Manipur,0,0,0,15.9,3,Imphal River,8,FALSE,4.46,0.557,0,2
Nagaland,57.751125,64.18189645,136.6774514,16.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,100.94,0.955,1,6
Meghalaya,63.203384,193.4189453,242.3524331,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,34.08,0.686,0,3
Manipur,0,0,0,23.5,0,Barak,20.5,FALSE,8.88,0.433,0,1
Meghalaya,79.81392,540.8295441,601.3828033,19.7,0,Brahmaputra (Goalpara gauge),36.27,TRUE,38.26,1.055,0,7
Assam,0,17.03665566,17.03665566,9.2,1,Manas,33,FALSE,32.08,0.972,1,3
Arunachal Pradesh,12.879308,46.57441807,111.279726,17.1,2,Brahmaputra (Tezpur gauge),65.23,TRUE,50.36,0.772,1,7
Assam,42.397522,190.215519,200.9291122,7.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,70.82,0.67,0,6
Meghalaya,18.502235,18.50223541,32.77481088,18.7,0,Brahmaputra (Guwahati gauge),49.68,TRUE,26.98,0.543,0,4
Arunachal Pradesh,0,1.158100724,42.6789273,31.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,38.47,0.364,0,3
Assam,3.3616717,362.2829211,683.098305,10.2,0,Manas,33,FALSE,34.72,1.052,1,6
Tripura,0.93811816,38.73846,46.06681186,14.6,0,Gomti,12,FALSE,10.36,0.863,1,6
Meghalaya,8.096021,26.98167825,27.09778405,25.6,0,Brahmaputra (Guwahati gauge),49.68,TRUE,29.76,0.599,0,6
Assam,0,0,0,7.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,24.54,0.494,0,12
Sikkim,0,0,0,35.2,1,Teesta,15,FALSE,5.08,0.339,1,1
Arunachal Pradesh,0,0,0,16.5,1,Dikrong,14,FALSE,5.67,0.405,1,10
Meghalaya,79.768036,399.8837051,417.1284468,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,45.31,0.912,1,10
Arunachal Pradesh,0,0,0,32.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,48.62,0.46,1,9
Sikkim,41.154552,84.11379433,92.30066257,32.4,0,Teesta,15,FALSE,14.34,0.956,1,10
Tripura,0,0,0,20.2,1,Gomti,12,FALSE,3.18,0.265,0,1
Manipur,0,0,0,20.7,2,Barak,20.5,FALSE,9.53,0.465,1,11
Sikkim,51.70811,67.88949299,95.04049134,31,1,Teesta,15,FALSE,4.51,0.301,1,4
Meghalaya,190.39958,827.6779785,1126.215704,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,43.56,1.201,1,7
Tripura,0,0,0,14.5,0,Khowai,10,FALSE,4.97,0.497,1,2
Tripura,70.79938,232.0962906,331.395768,11.3,1,Tlawng,9,FALSE,10.45,1.161,1,6
Nagaland,1.9026493,4.107141614,13.54940921,13.2,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,27.56,0.324,0,4
Arunachal Pradesh,60.440884,166.2331924,173.2104793,17.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,92.7,0.877,1,6
Meghalaya,0,0.248601682,0.248601682,16.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,24.14,0.486,0,9
Manipur,0,0,0,14,0,Imphal River,8,FALSE,3.01,0.376,1,3
Assam,24.163153,51.97770309,109.2700429,2.4,0,Subansiri,42,FALSE,31.58,0.752,0,6
Arunachal Pradesh,0,1.981148839,15.55087823,30.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,85.09,0.805,0,5
Manipur,87.3464,207.6100082,219.0197612,14.6,2,Imphal River,8,FALSE,5.81,0.726,1,5
Sikkim,120.29918,181.3506317,259.2477667,31.9,1,Teesta,15,FALSE,14.88,0.992,1,6
Arunachal Pradesh,13.997568,38.89211369,107.4348249,23.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,88.68,0.839,0,7
Assam,162.89929,350.5203934,657.5514374,6.5,0,Manas,33,FALSE,41.05,1.244,1,6
Arunachal Pradesh,65.727165,153.2514343,252.4182053,27.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,89.95,0.851,0,7
Assam,0,0,0,6.7,0,Brahmaputra (Dhubri gauge),28.62,TRUE,12.88,0.45,1,11
Arunachal Pradesh,9.584631,12.79975629,15.46280503,26.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,39.43,0.373,0,2
Manipur,3.194132,18.06355977,301.6631119,19.6,0,Imphal River,8,FALSE,6.75,0.844,0,6
Meghalaya,9.130778,24.72764635,44.02908221,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,12.13,0.424,1,8
Tripura,0.39843595,8.548357368,36.44529355,20.2,1,Gomti,12,FALSE,9.83,0.819,0,8
Mizoram,51.35683,69.61766815,69.61766815,20.4,0,Tlawng,9,FALSE,3.62,0.402,1,11
Manipur,7.0044546,9.050497651,129.9931742,20.6,2,Barak,20.5,FALSE,19.13,0.933,1,7
Arunachal Pradesh,34.997562,208.0587959,388.0324669,20.7,1,Subansiri,42,FALSE,41.71,0.993,1,6
Tripura,8.975723,21.51789904,335.6030679,13.7,0,Gomti,12,FALSE,12.4,1.033,1,8
Manipur,3.3752403,3.375240326,13.95430481,9.1,1,Doyang,18,FALSE,16.65,0.925,1,4
Sikkim,17.34348,155.528717,265.9915695,29.2,0,Teesta,15,FALSE,13.17,0.878,1,8
Manipur,1.1116421,7.897750378,8.428731881,11.2,0,Imphal River,8,FALSE,7.49,0.936,1,9
Assam,60.984825,131.5274754,335.3046484,6,1,Brahmaputra (Dhubri gauge),28.62,TRUE,28.68,1.002,1,6
Arunachal Pradesh,66.03864,141.4757824,203.4836338,18.4,2,Subansiri,42,FALSE,28.1,0.669,0,6
